release_date,title,lyrics
2018,Just a Little Bit of Your Heart," Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh   I don't ever ask you where you've been And I don't feel the need to know who you're with I can't even think straight But I can tell that you were just with her   And I'll still be a fool I'm a fool for you   Just a little bit of your heart Just a little bit of your heart Just a little bit of your heart is all I want Just a little bit of your heart Just a little bit of your heart Just a little bit is all I'm asking for Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh   I don't ever tell you how I really feel 'Cause I can't find the words to say what I mean And nothing's ever easy, that's what they say I know I'm not your only   But I'll still be a fool 'Cause I'm a fool for you   Just a little bit of your heart Just a little bit of your heart Just a little bit of your heart is all I want Just a little bit of your heart Just a little bit of your heart Just a little bit is all I'm asking for Oh-oh, oh-oh-oh Just a little bit, oh-oh, ooh, yeah-yeah, yeah, yeah   I know I'm not your only, but at least I'm one I heard a little love is better than none   Oh, babe Just a little bit of your heart Just a little bit of your heart Just a little bit of your heart is all I want Just a little bit of your heart Just a little bit of your heart Just a little bit is all I'm asking for Just a little bit of your heart Just a little bit of your heart  Just a little bit of your heart is all I want  Just a little bit of your heart  Just a little bit of your heart Just a little bit is all I'm asking for"
2018,Knew Better / Forever Boy,"Part I: Knew Better   Say you could turn me on Boy, but that's about it You can say what you wanna But I wouldn't believe it You could write all them songs That's the game that you play Tryna right all them wrongs But you can't make me stay   'Cause I see right through you, boy And I ain't feeling you no more    If you knew better Boy, you would do better Can't nobody love you like I do Baby, I could do better Boy, if you knew better You would do better Baby, if you love me like I love you Maybe we could be together 'Cause ain't nobody like me  Ain't nobody like me  Ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me, baby  Part II: Forever Boy   Never been with a boy more than six months I couldn't do it, got too used to it Ain't nobody ever kept my attention They couldn't do it, yeah boy, they blew it   But you showed me what it means to be happy ever after In love forever And you gave me the key to all your love and all your pleasure Boy, you're my treasure   Oh, be forever mine, you and I Oh, be forever mine, boy, all the time You're my forever boy You're my forever boy You're my forever boy You're my forever boy   Been friends for a minute So you know just what I like You know my mind Even seen boys come and go So you know what makes me cry See, you're the one that treat me right   But you showed me what it means to be happy ever after In love forever And you gave me the key to all your love and all your pleasure Boy, you're my treasure   Oh, be forever mine, you and I Oh, be forever mine, boy, all the time Oh, mine, time Oh, mine, time You're my forever boy You're my forever boy You're my forever boy You're my forever boy"
2018,Santa Tell Me," Santa, tell me if you're really there Don't make me fall in love again if he won't be here next year Santa, tell me if he really cares 'Cause I can't give it all away if he won't be here next year   Feeling Christmas all around And I'm trying to play it cool But it's hard to focus when I see him walking 'cross the room ""Let It Snow"" is blasting out But I won't get it in the mood I'm avoiding every mistletoe until I know it's   True love that he thinks of So next Christmas I'm not all alone, boy   Santa, tell me if you're really there Don't make me fall in love again if he won't be here next year Santa, tell me if he really cares 'Cause I can't give it all away if he won't be here next year   I've been down this road before Fell in love on Christmas night But on New Year's Day, I woke up and he wasn't by my side Now I need someone to hold Be my fire in the cold But it's hard to tell if this is just a fling or if it's   True love that he thinks of So next Christmas I'm not all alone, boy   Santa, tell me if you're really there Don't make me fall in love again if he won't be here next year Santa, tell me if he really cares 'Cause I can't give it all away if he won't be here next year   Oh, I wanna have him beside me, like oh-woo-oh On the 25th, by that fireplace, oh-woo-oh But I don't want a new broken heart This year I've got to be smart Oh, baby  If he will be, if he will be here  Oh, woah   Santa, tell me  if you're really there  Don't make me fall in love again if he won't be here next year Santa, tell me  if he really cares  'Cause I can't give it all away if he won't be here next year   Santa, tell me  if you're really there  Don't make me fall in love again if he won't be here next year  Santa, tell me  if he really cares  'Cause I can't give it all away if he won't be here next year"
2018,Break Your Heart Right Back,"   I shoulda saw it coming I shoulda saw the signs But I wanted to believe you, trust you You said you wouldn't lie But baby, you were so good, so good You had me going blind You said he was your best friend I’m guessing I wasn't your type, hey   What goes around comes around And if it goes up, it comes down I know you're mad cause I found out Want you to feel what I feel right now   Now that it’s over I just wanna break your heart right back, right back  Want you to cry me a river  I just want to break your heart right back Yeah, all this time I was blind, running 'round telling everybody  My baby loves me My baby loves me My baby, my baby My baby loves me   You said I was your best, would be your last Now he’s gone, you’re alone Don’t want you back You’re telling me you’re sorry Well sorry, I'm over it 'Cause I've already been there done that Not doing this again, no   What goes around comes around And if it goes up, it comes down I know you mad cause I found out Want you to feel what I feel right now   Now that it’s over I just wanna break your heart right back, right back  Want you to cry me a river  I just want to break your heart right back Yeah, all this time I was blind, running 'round telling everybody  My baby loves me  My baby loves me  My baby, my baby My baby loves me  My baby loves me  My baby loves me  My baby, my baby  My baby loves me    Uh, listen, you got a man, but your man ain't loyal Don’t understand how to spell it out for ya Yes, I'm a G, from the A, and they ask why  Sorry, had to tell you I'm a nice guy Naw, I'm a sick guy, money too much I step on stage, and girls move too much The flow so gross, my nickname school lunch And he with them other guys, and you know it's true 'cause Okay, G-A-M-B-I-N-O I know they hate, but I don’t know why, uh I know the way he did you was whack But I know how you can get dude right back and get with me   Now that it’s over I just wanna break your heart right back, right back  Want you to cry me a river  I just want to break your heart right back  Yeah, all this time I was blind, running 'round telling everybody My baby loves me  My baby loves me  My baby, my baby My baby loves me  My baby loves me  My baby loves me  My baby, my baby  My baby loves me   Ooh, yeah, running 'round town tellin' everybody Ooh, yeah, running 'round town tellin' everybody Ooh, yeah, running 'round town tellin' everybody Ooh, yeah, running 'round town tellin' everybody I'm coming out, yeah, yeah, say, say he’s coming, hey I'm coming out"
2018,Bad Decisions," No, yeah, hey   Boy, you know that you drive me crazy But it's one of the things I like Cause I know when you need it, baby That I got that, ooh ooh Let 'em keep, let 'em keep on talkin' But it don't matter what they say Cause you know when you hear me knockin' Gonna get that, ooh ooh   I've been doing stupid things Wilder than I've ever been You've become my favorite sin So let 'em keep, let 'em keep on talking That's right   We got that hood love We got that good love We got that hot love We got that ""I don't give a what"" love We got that one life Gimme that all night We got that Bonnie and Clyde love They say it's wrong, but that's the way you turn me on We got that hood love We got that good love Make me make bad Boy, you make me make bad decisions Bad, boy, you make me make bad decisions   No, they ain't gonna understand it Understand what I see in you They don't know when you touch my body That I see the truth Let 'em keep, let 'em keep on talking Cause I know that I got someone Anytime that I need some danger Gonna get that, ooh ooh   I've been doing stupid things Wilder than I've ever been You've become my favorite sin So let 'em keep, let 'em keep on talking That's right   We got that hood love We got that good love We got that hot love We got that ""I don't give a what"" love We got that one life Gimme that all night We got that Bonnie and Clyde love They say it's wrong  But that's the way you turn me on We got that hood love We got that good love Make me make bad Boy, you make me make bad decisions  Bad, boy, you make me make bad decisions    Nah, yeah Don't you know I ain't fuckin' with them good boys? Know you love me like ain't nobody could, boy If you want it, boy, you got it Ain’t you ever seen a princess be a bad bitch?   We got that hood love We got that good love We got that hot love We got that ""I don't give a what"" love We got that one life Gimme that all night We got that Bonnie and Clyde love They say it's wrong  But that's the way you turn me on  We got that hood love We got that good love Make me make bad Boy, you make me make bad decisions Bad, boy, you make me make bad decisions Bad, boy, you make me make bad decisions Bad, boy, you make me make bad decisions"
2018,Knew Better Part Two," Say you could turn me on Boy, but that's about it You can say what you wanna But I wouldn't believe it You could write all them songs That's the game that you play Tryna right all them wrongs But you can't make me stay   'Cause I, see right through you, boy And I, I ain't feeling you no more I ain't feelin' you no more   If you knew better Boy, you would do better Can't nobody love you like I do Baby, I could do better Boy, if you knew better You would do better Baby, if you love me like I love you Maybe we could be together 'Cause ain't nobody like me, ain't nobody like me Ain't nobody like me, ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me, baby   Make a mistake, you better learn from it Play with tea, you get burned from it My daddy always told me if he makes you cry He ain't the one, you better run from him He used to get to me mentally I don't fuck with your energy If you knew better, you would do better But you don't know shit, so I'll do better Got a new 'do, and some new shoes Just to go with my new boo Loving me like he used to And I ain't even worried 'bout it this time  I know he gon' be the one to treat me just right  Never had a motherfucker this tight  So baby, this is what your soulmate look like I look good, right?   If you knew better Boy, you would do better Can't nobody love you like I do Baby, I could do better Boy, if you knew better You would do better Baby, if you love me like I love you Maybe we could be together 'Cause ain't nobody like me, ain't nobody like me Ain't nobody like me, ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me Ain't nobody like me, baby   Ain't nobody like me, ain't nobody like me..."
2018,Tattooed Heart," You don't need a lot of money Honey, you don't have to play no games All I need is all your lovin' To get the blood rushing through my veins, oh I wanna say we're going steady Like it's 1955 No, it doesn't have to be forever Just as long as I'm the name on your tattooed heart   Tattooed heart, tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart   You don't need to worry about making me crazy 'Cause I'm way past that, yeah And so just call me if you want me, 'cause you got me And I'll show you how much I want to be on your tattooed heart   Tattooed heart, tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart Just as long as I'm the name on your tattooed heart   Wrap me in your jacket, my baby And lay me in your bed And kiss me underneath the moonlight Darling, let me trace the lines on your tattooed heart   Tattooed heart, tattooed heart Tattooed heart, tattooed heart Tattooed heart, tattooed heart Just as long as I'm the name on your tattooed heart"
2018,True Love," On that first day of Christmas When you gave me all them kisses Boy, you showed me things Come hold me, please, and never let me go On that second day of Christmas Said you felt like something's missing So you promised me that promise ring to keep 'til we get old, boy   On that third day of Christmas We got all in our feelings Said ""I love you"" and meant it, oh On the fourth, we committed Any time, he could get it He's the real one, I know it   Look at all the things my true love gave to me My true love, my true love You are my true love Look at all the things my true love gave to me My true love, my true love You are my true love Ah-ah, ah-ah, ah-ah, oh-oh, ah-ah, ah-ah You are my true love   On the fifth day of Christmas You asked me what's on my wishlist And I told you all I wanted was forever with my boo After six days in your arms I got that tattoo on my heart 'Cause I'm your moonlight, you're my star Ain't nothin' shining more than you, boy   You completed the vision Now I feel like I'm living You're so one in a million, oh-oh I'm so glad we committed Any time, he could get it He's the real one, I know it   Look at all the things my true love gave to me My true love You are my true love You are my true love Look at all the things my true love gave to me  My true love, my true love You are my true love Ah-ah, ah-ah, ah-ah, oh-oh, ah-ah, ah-ah You are my true love"
2018,How I Look on You," Say you want me anyway, do ya? You can handle all this fame, can ya? Like me just the way I are Just the way I, way I are, yeah, yeah You would like me anyway, would ya? You won't let me get away, won't ya? Like me just the way I are Say you don't wanna be a star, do you?   We step out on a Friday night New front page, it's a cute headline I made you a thing, like, ""Who's that guy?"" Say you ain't in it for the spotlight, boy   I don't believe no one no more Boy, show me what you're in it for Been on the low when it comes to love  Said, ""Do you like how I look or just how I look on you?""   Cover on a magazine in just two weeks ""Boy to Watch"", ain't he just, just too sweet? Now he ain't even got time for me I only see him on the big screen Woke up at like five, and boy, you wasn't here When it's my fault, she even knows that you're there Was I just a transition? Boy, remember where ya come from   We step out on a Friday night New front page, it's a cute headline I made you a thing, like, ""Who's that guy?"" Say you ain't in it for the spotlight, boy   I don't believe no one no more Boy, show me what you're in it for  Been on the low when it comes to love  Said, ""Do you like how I look or just how I look on you?""   Mmm, mmm Mmm, mmm How I look on you Mmm, mmm Mmm, mmm How I look on you   How I look on you How I look, how I look on you How I look, how I look on you, oh yeah How I look, how I look on you How I look, how I look on you How I look, how I look on you How I look, how I look on you"
2018,Jason’s Song (Gave It Away)," Yeah, you really tried But I was blind to all the lies you told me, boy All the shit you've done You can't outrun the way you undersold me, hey   You acted like you bought me at a bargain sale You don't even care You focused your frustration on a small detail Blew it out of scale, like my ponytail   Well, if you don't want to see the girl I want to be Then why, then why should I listen? If you don't want to do the things I need from you Goodbye, goodbye 'Cause I gave it away, I gave it away, I gave it away And I'm taking it right back, hey   I'm no blow up doll, no free-for-all No slave to your decision, ooh Gotta find a way to break the spell To get the hell away from those who block my vision   You used me as a fragment of your grand design, hey And you, you don't get to put me on your bottom line You don't get what's mine, and I'm doing fine   Said you don't want to see the girl I want to be Then why, then why would I listen? If you don't want to do the things I need from you Goodbye, goodbye 'Cause I gave it away, I gave it away, I gave it away I'm taking it right back, baby   Well, if you don't want to see the girl I want to be Then why, then why should I listen? If you don't want to do the things I need from you Goodbye, goodbye 'Cause I gave it away, I gave it away, I gave it away, I gave it away And I'm taking it right back, hey Taking it right back, baby I'm taking it right back, hey"
2018,Daydreamin’," You walked in Caught my attention I've never seen A man with so much dimension   It's the way you walk, the way you talk The way you make me feel inside It's in your smile, it's in your eyes I don't wanna wait for tonight   So I'm daydreamin' With my chin in the palm of my hands About you, you And only you Got me daydreamin' With my chin in the palm of my hands About you, you And only you   Fo—For you  For you  For you  For you    Now I can't wait To hold you in my arms I know I was made for you I'm in love with all your charm   It's the way you walk, the way you talk The way you make me feel inside It's in your smile, it's in your eyes I don't wanna wait for tonight   So I'm daydreamin' With my chin in the palm of my hands About you, you And only you Got me daydreamin' With my chin in the palm of my hands About you, you And only you   Oh, I want ya Gotta have ya And I need you Like I've never had lovin' before Oh, I want ya Ou, I need you Gotta have ya Like I've never had lovin' before   So I'm daydreamin' With my chin in the palm of my hands About you, you And only you Got me daydreamin' With my chin in the palm of my hands About you, you And only you   Fo—For you  For you  For you  For you    He was a man’s man and a ladies man 18, 19, I began to become more serious about things in life Oh, I think when I was standing on that stoop and I looked at him, yeah, I was 11 years old"
2018,Be My Baby," Yeah, baby Ooh, babe   If you know how to be my lover Maybe you can be my baby Hold me close under the covers Kiss me, boy, and drive me crazy Be my, be my, be my, be my Be my baby Be my, be my Be my baby, and drive me crazy   If you know how to treat me You know how to touch me Baby, then you'll get the chance, the chance to love me It's obvious, I want to be into you But it all depends on all the things you do 'Cause babe, I promise, I promise If you keep it real with me, be honest, be honest You can get anything you want, that you want, babe Just show me everything I need to see I'll give you anything, boy   If you know how to be my lover Maybe you can be my baby Hold me close under the covers Kiss me, boy, and drive me crazy Be my, be my, be my, be my Be my baby Be my, be my Be my baby, and drive me-   I'll give you all of my trust if you don't mess this up You ain't tryna get no other girls when you in the club All you got is eyes for me I'm the only girl you see So if you treat me right just the way that I want you Oh, baby boy, I promise that I'll be on you Oh-oh, on you Night to the morning   If you know how to be my lover Maybe you can be my baby Hold me close under the covers Kiss me, boy, and drive me crazy Be my, be my, be my, be my Be my baby Be my, be my Be my baby, and drive me crazy   I'll give you all of my trust, if you don't mess this up You ain't tryna get no other girls when you in the club All you got is eyes for me I'm the only one you see   If you know how to be my lover  Maybe you can be my baby  Hold me close under the covers Kiss me, boy, and drive me crazy  Be my, be my, be my, be my Be my baby Be my, be my Be my baby, and drive me crazy"
2018,Baby I," Baby, I got love for thee so deep inside of me I don't know where to start Yeah, yeah I love you more than anything But the words can't even touch what's in my heart No, no   When I try to explain it, I be sounding insane The words don't ever come out right I get all tongue-tied and twisted I can't explain what I'm feeling And I say baby, baby , baby    Oh baby, oh baby, my baby  Oh baby, baby, I  All I'm tryna say is you're my everything, baby But every time I try to say it, words, they only complicate it Baby, baby    Baby, I'm so down for you No matter what you do , I'll be around Yeah, yeah Ooh, baby Baby, I been feeling you before I even knew what feelings were about Oh, baby   When I try to explain it, I be sounding all crazy Words don't ever come out right I get all tongue-tied and  I can't explain what I'm  And I say baby, baby , baby    Oh baby, oh baby, my baby  Oh baby, baby, I  All I'm tryna say is you're my everything,  But every time I try to say it, words, they only complicate it Baby, baby   Ooh-woah   Straight up You got me all in How could I not be? I sure hope you know  If it's even possible, I love you more than the word “love” can say, yeah It's better not explaining That's why I keep saying    Oh baby, oh baby, my baby  Oh baby, baby, I  All I'm tryna say is you're my everything, baby But every time I try to say it, words, they only complicate it Baby, baby  Baby , baby, I Oh baby, oh baby, my baby  Oh baby, baby, I  All I'm tryna say is you're my everything, baby But every time I try to say it, words, they only complicate it Every time I try to say it words, they only complicate it Every time I try to say it words, they only complicate it Baby, baby  Baby, baby"
2018,December," When December comes I bet you want to wrap me all up and take me home with you See what I look like under them lights We'll keep it quiet, whatever we do   I'm just tryna keep my baby warm through the wintertime I'm just tryna give you something to remember through the summertime And whatever is on your list, I'll do it Boy, whatever it is, you know I'll do it Uh, yeah   Merry Christmas, here I am, boy Gonna love you, gonna give you all I can, boy, uh Merry Christmas, here I am, boy I'm the present and you know it, here I am, boy, uh Merry Christmas, here I am, boy Gonna love you, gonna give you all I can, boy, uh Merry Christmas, here I am, boy I'm the present and you know it, boy, uh, yeah   I'll give you the fire I keep inside Guide you all the way down, be your moonlight Give you the sweetest kiss that you'll taste Come unwrap me now, been waiting since midnight   I'm just tryna keep my baby warm through the wintertime I'm just tryna give you something to remember through the summertime And whatever is on your list, I'll do it Boy, whatever it is, you know I'll do it Uh, yeah   Merry Christmas, here I am, boy Gonna love you, gonna give you all I can, boy, uh Merry Christmas, here I am, boy I'm the present and you know it, here I am, boy, uh Merry Christmas, here I am, boy Gonna love you, gonna give you all I can, boy, uh Merry Christmas, here I am, boy I'm the present and you know it, here I am boy, uh, yeah"
2018,Why Try," I've been living with devils and angels Angels, angels Realize you and I are in the same boat Same boat, yeah Kills me how you love me, then you cut me down I'll do the same We've been living like angels and devils Devils   I'm loving the pain I never wanna live without it So why do we try? You drive me insane Now we're screaming just to see who's louder So why do we try? You got me like   Na-na-na-na-na-na-na Na-na-na-na-na-na-na Na-na-na-na-na-na-na Na-na-na-na-na-na-na Ooh, yeah   You and I redefine being lovesick Lovesick, lovesick Through it all, you could still make my heart skip Heart skip, yeah Even when you're yelling at me, I still think you're beautiful Through it all, you could still make my heart skip Heart skip   I'm loving the pain I never wanna live without it So why do we try? You drive me insane Now we're screaming just to see who's louder So why do we try? You got me like   Na-na-na-na-na-na-na Na-na-na-na-na-na-na Na-na-na-na-na-na-na Na-na-na-na-na-na-na Ooh, baby, look at us We been livin' like angels, livin' like devils Ooh, baby, look at us We been lovin' like angels, lovin' like devils Ooh, baby, look at us We been livin' like angels, livin' like devils Ooh, baby, look at us We been lovin' like angels, lovin' like devils Ooh, baby, look   I'm in love with the pain I never wanna live without it So why do we try?  You drive me insane Now we're screaming just to see who's louder So why do we try?  You got me like   Na-na-na-na-na-na-na  Na-na-na-na-na-na-na  Na-na-na-na-na-na-na  Na-na-na-na-na-na-na   Na-na-na-na-na-na-na  Na-na-na-na-na-na-na  Na-na-na-na-na-na-na  Na-na-na-na-na-na-na"
2018,7 rings (Remix)," Yeah, breakfast at Tiffany's and bottles of bubbles Girls with tattoos who like getting in trouble Lashes and diamonds, ATM machines Buy myself all of my favorite things  Been through some bad shit, I should be a sad bitch Who woulda thought it'd turn me to a savage? Rather be tied up with calls and not strings Write my own checks like I write what I sing, yeah    My wrist, stop watchin', my neck is flossy Make big deposits, my gloss is poppin' You like my hair? Gee, thanks, just bought it I see it, I like it, I want it, I got it    I want it, I got it, I want it, I got it I want it, I got it, I want it, I got it  You like my hair? Gee, thanks, just bought it  I see it, I like it, I want it, I got it    My ideas are priceless, I know I'm the nicest I knew you would like this, I must be psychic I'm from the streets, baby, I'm nothing like them  She's sweet in the day, but freaky when night come  It's mine, invest it ; I spend it on necklace  I got the cash if I don't get credit  And I'm well respected so she feel protected So scratch all the exes , it's next like contestants  It's blessings, no stressing, I'm flexing Got one car parked right in the entrance Got one car parked right at the exit See, you didn't expect this, you think like a robot I put bands in yo face like Botox    I want it , I got it, I want it, I got it  I want it, I got it , I want it, I got it  You like my hair? Gee, thanks, just bought it  I see it, I like it, I want it, I got it    Yeah, my receipts be lookin' like phone numbers If it ain't money, then wrong number Black card is my business card The way it be settin' the tone for me I don't mean to brag, but I be like, ""Put it in the bag,"" yeah When you see them racks, they stacked up like my ass, yeah Shoot, go from the store to the booth Make it all back in one loop, gimme the loot Never mind, I got the juice Nothing but net when we shoot Look at my neck, look at my jet Ain't got enough money to pay me respect Ain't no budget when I'm on the set If I like it, then that's what I get, yeah   I want it, I got it, I want it, I got it  I want it, I got it, I want it, I got it  You like my hair? Gee, thanks, just bought it I see it, I like it, I want it, I got it "
2018,Wit It This Christmas," Come and kiss me, baby We don't need no mistletoe, hmm We don't need no fireplace Boy, I'll keep you nice and warm, hey   Are you down for some of these milk and cookies? Down for loving, you'll be my drummer boy And I'm the only drum that you gonna play 'Tis the season for some love giving So I think you should give your love to me Baby, let me know   Are you wit it? Are you wit it? Are you wit it this Christmas?  Are you wit it? Are you wit it? Are you wit it this Christmas?   We don't need no presents We don't need that kitchen We don't need them recipes You know I'm tasty like a candy cane or gingerbread I'm made with love   Are you down for some of these milk and cookies? Down for loving, you'll be my drummer boy And I'm the only drum that you gonna play 'Tis the season for some love giving So I think you should give your love to me Baby, let me know   Are you wit it? Are you wit it? Are you wit it this Christmas?  Are you wit it? Are you wit it? Are you wit it this Christmas?"
2018,Hands on Me," Keep your hands on me, don't take them off until I say so Let me break you off We'll be taking off or maybe making love You just keep your eyes on my you know what   Trembling when you touch Rush is racing, body begging Picture me and you making Making sweet love, baby, give it to me   Eyes on me Dance on me tonight, you're all, all I need Keep your hands on me, don’t take them off   Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it  Put your hands on me You can put your hands on me If you like what you see Baby, put your hands on me   It's your birthday, every day with me And I make her hand rocky A-S-A-P It's your birthday, every day with me And I make her hand rocky A-S-A-P   Skirt off, keep the high heels on I might be a little thing, but I like that long, yeah Don’t let these eyes fool you I can take it, hold nothing back, give it to me   Eyes on me  Dance on me tonight, you're all, all I need Keep your hands on me, don’t take them off   Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it Put your hands on it, put your hands on it  Put your hands on me You can put your hands on me If you like what you see Baby, put your hands on me   It's your birthday, every day with me And I make her hand rocky A-S-A-P It's your birthday, every day with me And I make her hand rocky A-S-A-P   Can I, can I, can I please put my hand on it? Shaking like they're burning, lemme put a fan on it Bumble bee, I can parachute and land on it 'Cause you got the cake, can I put my candle on it? It's your birthday, every day with me And I make her hand rocky A-S-A-P Got me talking marriage, I like what I see I'ma put a ring on it, word to Bey and Jay-Z But before I do that let me put a hand on it Oh, so hot I could catch a tan on it Got me sweating so much we can swim on the dance floor We gon' have to mess around and put a dam on it, dam on it   I love the way it feels Stay back and keep still Your hands, so pleased  Baby, don't take them off Don’t take them off   Put your hands on it, put your hands on it  Put your hands on it, put your hands on it  Put your hands on it, put your hands on it  Put your hands on it, put your hands on it  Put your hands on me You can put your hands on me If you like what you see Baby, put your hands on me"
2018,Only 1," I want you, I want you I want you, I want you I want you, I want you Let me introduce myself Let me introduce myself Let me introduce myself   Looking in your eyes makes me wonder how I got so much time with you and there's no one around I know all the competition that's after you So I get to thinking, is this too good to be true?   That we're living in a fairy tale, no malice, and no lies Baby, ooh, it's hard to believe That the love you have inside is only mine That's how I know   I can't be your only one No, I can't be your only one 'Cause you look twice as good as anyone I ever met And your love is three times better How could anyone forget? No, I can't I can't be your only one No, I can't be your only one 'Cause you look twice as good as anyone I ever met And your love is three times better How could anyone forget? No, I can't   As I'm laying down with you every night It still gets to me, that you remain by my side I ain't saying that I'm not deserving of you But I was dreaming bigger than I ever knew   I wished for living in a fairy tale, no malice, and no lies Baby, ooh, it's hard to believe That the love you have to give is only mine That's how I know   I can't be your only one No, I can't be your only one 'Cause you look twice as good as anyone I ever met And your love is three times better How could anyone forget? No, I can't I can't be your only one No, I can't be your only one 'Cause you look twice as good as anyone I ever met And your love is three times better How could anyone forget? No, I can't   Only one Be your only one "
2018,They Don’t Know," Mmmm, watch me Hey, woo One, two, three Watch me   I walked over, got this sunlight Ain't got time to listen to any shade, yeah The wind on my pony, top-down, alright Ain't got time to let them darken my day, that's right   So light the fireworks Sing like no one's hurt Dance It's us against the world   Oh, they don't know, they don't know, they don't know They don't know about us They don't know, they don't know, they don't know They don't know about what we do Yeah, it's true I could have all this, but I'm good if I got you They don't know, they don't know, they don't know They don't know about... Mmmm, listen, watch me   You act so lonely Catch that feeling So hold onto it for as long as you can We could run away to only where we know Boy, I got plans Hey   So light the fireworks Sing like no one's hurt Dance It's us against the world   Oh, they don't know, they don't know, they don't know They don't know about us They don't know, they don't know, they don't know They don't know about what we do Yeah, it's true I could have all this, but I'm good if I got you They don't know, they don't know, they don't know They don't know about...   Hey They don't know about, they don't know about, about, about us Light the fireworks Let it catch fire We gon' dance, dance 'til it hurts when we in the clubs We 'bout to let 'em know, know who's your girl So put your hand in my hand It's you and me, it's us against the world Sing it to me one more time It's you and me, it's us against the world Sing it to me one more time It's you and me, it's us against the world I'm tryna tell you, honey, it's us against the world   Oh, they don't know, they don't know, they don't know They don't know about us They don't know, they don't know, they don't know They don't know about what we do Yeah, it's true I could have all this, but I'm good if I got you They don't know, they don't know, they don't know They don't know about... Mmmm, listen, watch me    They don't know, they don't know, they don't know They don't know about us  They don't know, they don't know, they don't know They don't know about what we do Yeah, it's true, I could have all this, but I'm good if I got you They don't know, they don't know, they don't know They don't know about us"
2018,Step on Up," Hey, hey, oh Oh, step on up to this Step, step on up to this Step on up to this crazy love   Hey, I'm classy But I don't mind if you get at me It's okay to get nasty, just the way that you like You say I'm sexy So bad, they should arrest me You can't forget me Gave you the time of your life   What you need, babe, is a number one Can't you see, babe? I've got what you've been waiting for What you need, babe, is a work of art What you need, babe Come get it, I got it   Oh, step on up to this Step, step on up to this Step on up to this crazy love Oh, step on up to this Step, step on up to this Step on up to this crazy love   Hey, I'm waiting Standing here with my ladies No shame in chasing if we got what you like Don't stop, keep moving 'Cause I love what you're doing Let's rock to this music Have the time of your life   What you need, babe, is a number one Can’t you see, babe? I've got what you've been waiting for What you need, babe, is a work of art What you need, babe Come get it, I got it   Oh, step on up to this  Step, step on up to this Step on up to this crazy love Oh, step on up to this Step, step on up to this Step on up to this crazy love   Don't be ashamed, any time, any place Let him know that you got it like that  When you love him that good, and you treat him like you should Gonna keep him coming right back  Don't be ashamed, any time, any place  Let him know that you got it like that When you love him that good, and you treat him like you should Gonna keep him coming right back    What you need, babe, is a number one Can't you see, babe? I've got what you've been waiting for What you need, babe, is a work of art  What you need, babe Come, get it, I got it   Step on up to this  Step, step on up to this Step on up to this crazy love  Step on up to this Step, step on up to this Step on up to this crazy love   Don't be ashamed, any time, any place Let him know that you got it like that"
2018,You’ll Never Know," Now you finally tell me how you feel Guess your words just came a little too late All the drama, boy, it’s overkill Don’t get mad at me 'cause you’ve been replaced Know your place   But if you woulda manned up, put your hand up, stand up Tell me how you really felt, then maybe it’d be different If you spoke, I would’ve listened But now, I’m with somebody else, and he loves me Too much for me to mess this up And it sucks to be all in your head Wondering where this thing could go, but...   You will never know what we could have been If you would’ve shown your way back then Boy, you gotta  Boy, you shoulda  'Cause you didn’t know, so Now you’ll never know, you’ll never know   Now it’s probably hard for you to hear But there’s nothing left for you to say Had my heart all in your hands, boy, but you don’t understand Is a girl like me don’t have no time to waste around   But if you woulda manned up, put your hand up, stand up Tell me how you really felt, then maybe it’d be different If you spoke, I would’ve listened But now, I’m with somebody else, and he loves me Too much for me to mess this up And it sucks to be all in your head Wondering where this thing could go, but...   You will never know what we could have been If you would’ve shown your way back then Boy, you gotta  Boy, you shoulda  'Cause you didn’t know, so Now you’ll never know, you’ll never know You’ll never know Boy, you should’ve told me, told me You’ll never know Boy, you should’ve let me know You’ll never know Boy, you could’ve been there for me But now you’ll never know, you’ll never know   It’s not my fault You’re a little bit too late You’re the only one to blame Wipe that look off your face You can wish a thousand times But none of that will change my mind, boy You had a chance you’ll never get back, get back   You will never know what we could have been If you would’ve shown your way back then Boy, you gotta  Boy, you shoulda  'Cause you didn’t know, so Now you’ll never know, you’ll never know You’ll never know Boy, you should’ve told me, told me You’ll never know Boy, you should’ve let me know You’ll never know Boy, you could’ve been there for me But now you’ll never know, you’ll never know   Boy, you’ll never know, you’ll never know You’ll never know, you’ll never know"
